Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Dlc Name,Warehouse Load Date
O10004183,10004183,Alumni Association Area,ORGANIZATION LEVEL,,,,,,,Alumni Association Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004183.0,349.0,Alumni Association Area,,,,,,,,,01/08/16 01:03 AM
O10002885,10002885,Student Support Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002885.0,153.0,Student Support Area,,,,,,01/08/16 01:03 AM
O10000024,10000024,Office of EVPT area,ORGANIZATION LEVEL,,,,,,,Office of EVPT area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000024.0,388.0,Office of EVPT area,,,,,,,,,01/08/16 01:03 AM
O10005112,10005112,TBA,,,,,,,,,,MIT-All,10000000.0,1.0,MIT-All,19999000.0,437.0,Other Org Units,10005112.0,440.0,TBA,,,,,,,,,01/08/16 01:03 AM
O10002858,10002858,Student Development Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002858.0,144.0,Student Development Area,,,,,,01/08/16 01:03 AM
O19999000,19999000,Other Org Units,NON HIERARCHY ORG UNITS,,,,,,,,,MIT-All,10000000.0,1.0,MIT-All,19999000.0,437.0,Other Org Units,,,,,,,,,,,,01/08/16 01:03 AM
O10000003,10000003,President & Chairman of the Corporation,TOP LEVEL,,,,,,,,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,,,,,,,,,,,,01/08/16 01:03 AM
O10005058,10005058,Office of the Treasurer Area,ORGANIZATION LEVEL,,,,,,,Office of the Treasurer Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10005058.0,383.0,Office of the Treasurer Area,,,,,,,,,01/08/16 01:03 AM
O10002984,10002984,UAAP Area,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002984.0,189.0,UAAP Area,,,,,,01/08/16 01:03 AM
O10003608,10003608,Foreign Languages & Literature Area,ORGANIZATION LEVEL,,,,,,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10003608.0,100.0,Foreign Languages & Literature Area,,,,,,01/08/16 01:03 AM
O10000016,10000016,Env Program  & Risk Mgmt/Sr Counsel Area,ORGANIZATION LEVEL,,,,,,,Env Program  & Risk Mgmt/Sr Counsel Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000016.0,386.0,Env Program  & Risk Mgmt/Sr Counsel Area,,,,,,,,,01/08/16 01:03 AM
O10003961,10003961,[MEDIA82] OXMAN /NERI,,,,,,,,,,MIT-All,,1.0,MIT-All,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10000954,10000954,Professional Education Programs Area,ORGANIZATION LEVEL,,,,,,,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000954.0,26.0,Professional Education Programs Area,,,,,,01/08/16 01:03 AM
O10000006,10000006,Associate Provost for the Arts,ORGANIZATION LEVEL,,,,,,,Associate Provost for the Arts,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000006.0,136.0,Associate Provost for the Arts,,,,,,,,,01/08/16 01:03 AM
O10000013,10000013,Dean for Undergraduate Education Area,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,,,,,,,,,01/08/16 01:03 AM
O10005083,10005083,ODL area,ORGANIZATION LEVEL,,,,,,,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,,,01/08/16 01:03 AM
O10005158,10005158,Inst for Data Systems and Society Profs,DEPARTMENTS,10005158.0,HR-060002,60002.0,Inst for Data Systems and Society Profs,"Institute for Data, Systems, and Society Profs","Institute for Data, Systems, and Society Profs",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10005158.0,52.0,Inst for Data Systems and Society Profs,,,,,,01/08/16 01:03 AM
O10000077,10000077,Controller's Area,ORGANIZATION LEVEL,,,,,,,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10000077.0,337.0,Controller's Area,,,,,,01/08/16 01:03 AM
O10000001,10000001,Provost Area,TOP LEVEL,,,,,,,,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,,,,,,,,,,,,01/08/16 01:03 AM
O10000030,10000030,Science Area,ORGANIZATION LEVEL,,,,,,,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,,,,,,,,,01/08/16 01:03 AM
O10000036,10000036,Whitaker,ORGANIZATION LEVEL,,,,,,,Whitaker,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000036.0,312.0,Whitaker,,,,,,,,,01/08/16 01:03 AM
O10004983,10004983,Mechanical Eng Area,ORGANIZATION LEVEL,,,,,,,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10004983.0,47.0,Mechanical Eng Area,,,,,,01/08/16 01:03 AM
O10003785,10003785,[AEROASTRO131] WANG /QIQI,,,,,,,,,,MIT-All,,1.0,MIT-All,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10000005,10000005,Architecture & Planning Area,ORGANIZATION LEVEL,,,,,,,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,,,,,,,,,01/08/16 01:03 AM
O19999901,19999901,Payroll - Other Payments,,,,,,,,,,MIT-All,,1.0,MIT-All,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10000099,10000099,Dean for Student Life Offices,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000099.0,155.0,Dean for Student Life Offices,,,,,,01/08/16 01:03 AM
O10002033,10002033,Enterprise Services Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002033.0,162.0,Enterprise Services Area,,,,,,01/08/16 01:03 AM
O10004934,10004934,MIT Department of Facilities area,ORGANIZATION LEVEL,,,,,,,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,,,,,,,,,01/08/16 01:03 AM
O10003333,10003333,VP for Finance Area,ORGANIZATION LEVEL,,,,,,,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,,,,,,,,,01/08/16 01:03 AM
O10003358,10003358,Chancellor's Area,ORGANIZATION LEVEL,,,,,,,Chancellor's Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10003358.0,3.0,Chancellor's Area,,,,,,,,,01/08/16 01:03 AM
O00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10003985,10003985,CSAIL Area,ORGANIZATION LEVEL,,,,,,,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10003985.0,287.0,CSAIL Area,,,,,,01/08/16 01:03 AM
O10000218,10000218,Provost Office,ORGANIZATION LEVEL,,,,,,,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000218.0,248.0,Provost Office,,,,,,01/08/16 01:03 AM
O10003933,10003933,Center for Real Estate Area,ORGANIZATION LEVEL,,,,,,,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10003933.0,9.0,Center for Real Estate Area,,,,,,01/08/16 01:03 AM
O10004083,10004083,Edgerton Area,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10004083.0,194.0,Edgerton Area,,,,,,01/08/16 01:03 AM
O19999002,19999002,Affiliated Organizations,,,,,,,,,,MIT-All,10000000.0,1.0,MIT-All,19999000.0,437.0,Other Org Units,19999002.0,442.0,Affiliated Organizations,,,,,,,,,01/08/16 01:03 AM
O10000012,10000012,Dean for Student Life Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,,,,,,,,,01/08/16 01:03 AM
O10003508,10003508,Nuclear Science & Engineering Area,ORGANIZATION LEVEL,,,,,,,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10003508.0,40.0,Nuclear Science & Engineering Area,,,,,,01/08/16 01:03 AM
O10002458,10002458,Campus Services area,ORGANIZATION LEVEL,,,,,,,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10002458.0,362.0,Campus Services area,,,,,,01/08/16 01:03 AM
O10004383,10004383,SHASS area,ORGANIZATION LEVEL,,,,,,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10004383.0,106.0,SHASS area,,,,,,01/08/16 01:03 AM
O10000002,10000002,Executive Vice President Area,TOP LEVEL,,,,,,,,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,,,,,,,,,,,,01/08/16 01:03 AM
O10003962,10003962,[MEDIA82] OXMAN /NERI,,,,,,,,,,MIT-All,,1.0,MIT-All,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10004858,10004858,Maintenance and Utilities Area,ORGANIZATION LEVEL,,,,,,,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10004858.0,374.0,Maintenance and Utilities Area,,,,,,01/08/16 01:03 AM
O10004108,10004108,Economics Area,ORGANIZATION LEVEL,,,,,,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10004108.0,103.0,Economics Area,,,,,,01/08/16 01:03 AM
O10003935,10003935,M1 [DEANSCI15] INTELLIGENCE INITIATIVE,,,,,,,,,,MIT-All,,1.0,MIT-All,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10002859,10002859,Religious Life Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002859.0,151.0,Religious Life Area,,,,,,01/08/16 01:03 AM
O10004283,10004283,IMES Area,ORGANIZATION LEVEL,,,,,,,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10004283.0,43.0,IMES Area,,,,,,01/08/16 01:03 AM
O10000032,10000032,VP Research,ORGANIZATION LEVEL,,,,,,,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,,,,,,,,,01/08/16 01:03 AM
O10000018,10000018,Engineering Area,ORGANIZATION LEVEL,,,,,,,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,,,,,,,,,01/08/16 01:03 AM
