Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Warehouse Load Date
O10000664,10000664,Office of Gift Planning,DEPARTMENTS,10000664,HR-410055,410055,Office of Gift Planning,Office of Gift Planning,Office of Gift Planning,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000664,414.00,Office of Gift Planning,D_RESDEV,01/08/16 01:03 AM
O10000670,10000670,Office of Leadership Giving,DEPARTMENTS,10000670,HR-410095,410095,Office of Leadership Giving,Office of Leadership Giving,Office of Leadership Giving,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000670,420.00,Office of Leadership Giving,D_RESDEV,01/08/16 01:03 AM
O10000289,10000289,Terrascope,DEPARTMENTS,10000289,HR-060085,060085,Terrascope,Terrascope,Terrascope,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000289,209.00,Terrascope,"","","",D_ISP,01/08/16 01:03 AM
O10000319,10000319,Chemical Engineering,DEPARTMENTS,10000319,HR-062000,062000,Chemical Engineering,Department of Chemical Engineering,"Chemical Engineering, Department of",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000319,58.00,Chemical Engineering,"","","",D_CHEME,01/08/16 01:03 AM
O10000338,10000338,Lab for Information & Decision Systems,DEPARTMENTS,10000338,HR-068700,068700,Lab for Information & Decision Systems,Laboratory for Information and Decision Systems,Laboratory for Information and Decision Systems,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000338,77.00,Lab for Information & Decision Systems,"","","",D_LIDS,01/08/16 01:03 AM
O10000606,10000606,Office of the Arts,DEPARTMENTS,10000606,HR-401813,401813,Office of the Arts,Office of the Arts,Office of the Arts,Associate Provost for the Arts,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000006,136.00,Associate Provost for the Arts,10000606,139.00,Office of the Arts,"","","",D_ARTS,01/08/16 01:03 AM
O10000621,10000621,"HQ, Information Systems & Technology",DEPARTMENTS,10000621,HR-404400,404400,"HQ, Information Systems & Technology","HQ, Information Systems & Technology","HQ, Information Systems & Technology",VP for Info Services & Technology Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002058,396.00,VP for Info Services & Technology Area,10000194,397.00,Information Systems Area,10000621,399.00,"HQ, Information Systems & Technology",D_IS&T,01/08/16 01:03 AM
O10000660,10000660,Stewardship and Donor Relations,DEPARTMENTS,10000660,HR-410015,410015,Stewardship and Donor Relations,Stewardship and Donor Relations,Stewardship and Donor Relations,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000660,410.00,Stewardship and Donor Relations,D_RESDEV,01/08/16 01:03 AM
O10000366,10000366,Comparative Media Studies/Writing,DEPARTMENTS,10000366,HR-093800,093800,Comparative Media Studies/Writing,Comparative Media Studies/Writing,"","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10000366,89.00,Comparative Media Studies/Writing,"","","",D_CMS,01/08/16 01:03 AM
O10000396,10000396,System Dynamics Group,DEPARTMENTS,10000396,HR-121300,121300,System Dynamics Group,System Dynamics Group,System Dynamics Group,Sloan School of Management Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000031,109.00,Sloan School of Management Area,10000396,111.00,System Dynamics Group,"","","",D_SLOAN,01/08/16 01:03 AM
O10000592,10000592,Chairman of the Corporation,DEPARTMENTS,10000592,HR-400000,400000,Chairman of the Corporation,Chairman of the Corporation,Chairman of the Corporation,President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,10000000,1.00,MIT-All,10000003,425.00,President & Chairman of the Corporation,10000592,432.00,Chairman of the Corporation,"","","","","","",D_CORP_CHAIR,01/08/16 01:03 AM
O10000596,10000596,Dibner Institute,DEPARTMENTS,10000596,HR-401100,401100,Dibner Institute,Dibner Institute,Dibner Institute,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000218,248.00,Provost Office,10000596,250.00,Dibner Institute,D_DIBNER,01/08/16 01:03 AM
O10000601,10000601,Haystack Observatory,DEPARTMENTS,10000601,HR-401710,401710,Haystack Observatory,Haystack Observatory,Haystack Observatory,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000601,305.00,Haystack Observatory,"","","",D_HAYSTACK,01/08/16 01:03 AM
O10000928,10000928,Advanced Study Program,DEPARTMENTS,10000928,HR-061400,061400,Advanced Study Program,Advanced Study Program,Advanced Study Program,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000954,26.00,Professional Education Programs Area,10000928,32.00,Advanced Study Program,D_ASP,01/08/16 01:03 AM
O10000932,10000932,DUE Special Projects,DEPARTMENTS,10000932,HR-441050,441050,DUE Special Projects,DUE Special Projects,DUE Special Projects,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000100,204.00,Dean for Undergraduate Education Offices,10000932,206.00,DUE Special Projects,D_DUE:HQ,01/08/16 01:03 AM
O10000935,10000935,VP & Dean for Research,DEPARTMENTS,10000935,HR-401860,401860,VP & Dean for Research,VP & Dean for Research,VP & Dean for Research,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000935,310.00,VP & Dean for Research,"","","",D_VPRESOFF,01/08/16 01:03 AM
O10000948,10000948,LL-Homeland Protection & Air Traffic Con,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000948,236.00,LL-Homeland Protection & Air Traffic Con,"","","","",01/08/16 01:03 AM
O10000950,10000950,LL-Engineering,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000950,238.00,LL-Engineering,"","","","",01/08/16 01:03 AM
O10000952,10000952,LL-Aerospace,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000952,240.00,LL-Aerospace,"","","","",01/08/16 01:03 AM
O10000953,10000953,LL-ISR & Tactical Systems,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000953,241.00,LL-ISR & Tactical Systems,"","","","",01/08/16 01:03 AM
O10000956,10000956,General Counsel's Office,DEPARTMENTS,10000956,HR-405701,405701,General Counsel's Office,General Counsel's Office,General Counsel's Office,Env Program  & Risk Mgmt/Sr Counsel Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000016,386.00,Env Program  & Risk Mgmt/Sr Counsel Area,10000956,387.00,General Counsel's Office,"","","",D_DEFUNCT,01/08/16 01:03 AM
O10001980,10001980,LL-Director's Office,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10001980,233.00,LL-Director's Office,"","","","",01/08/16 01:03 AM
O10002009,10002009,CAC-General,DEPARTMENTS,10002009,HR-405510,405510,CAC-General,CAC-General,CAC-General,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002033,162.00,Enterprise Services Area,10002008,164.00,Campus Activities Complex Area,D_CAC,01/08/16 01:03 AM
O10002083,10002083,LL-Information Systems Department,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10002083,242.00,LL-Information Systems Department,"","","","",01/08/16 01:03 AM
O10002133,10002133,LL-Security Services Department,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10002133,243.00,LL-Security Services Department,"","","","",01/08/16 01:03 AM
O10002165,10002165,Laboratory for Computer Science (old),DEPARTMENTS,10002165,HR-266000,266000,Laboratory for Computer Science (old),Laboratory for Computer Science (old),Laboratory for Computer Science (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002198,10002198,Kuwait-MIT Center for Natural Resources,DEPARTMENTS,10002198,HR-401900,401900,Kuwait-MIT Center for Natural Resources,Kuwait-MIT Center for Natural Resources,Kuwait-MIT Center for Natural Resources,Chancellor's Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10003358,3.00,Chancellor's Area,10002198,4.00,Kuwait-MIT Center for Natural Resources,"","","",D_CHANCELLOR,01/08/16 01:03 AM
O10002258,10002258,ME Special Projects,DEPARTMENTS,10002258,HR-441060,441060,ME Special Projects,ME Special Projects,ME Special Projects,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000100,204.00,Dean for Undergraduate Education Offices,10002258,207.00,ME Special Projects,D_DUE:HQ,01/08/16 01:03 AM
O10002383,10002383,Office of Finance,DEPARTMENTS,10002383,HR-428000,428000,Office of Finance,Office of Finance,Office of Finance,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10002383,344.00,Office of Finance,"","","",D_CAS,01/08/16 01:03 AM
O10002409,10002409,LL-Facilities Services Department,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10002409,246.00,LL-Facilities Services Department,"","","","",01/08/16 01:03 AM
O10000593,10000593,McGovern Institute for Brain Research,DEPARTMENTS,10000593,HR-400600,400600,McGovern Institute for Brain Research,McGovern Institute for Brain Research,McGovern Institute for Brain Research,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000593,260.00,McGovern Institute for Brain Research,"","","",D_MCGOVERN,01/08/16 01:03 AM
O10000597,10000597,Consortium on Financing Higher Education,DEPARTMENTS,10000597,HR-401200,401200,Consortium on Financing Higher Education,Consortium on Financing Higher Education,Consortium on Financing Higher Education,President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,10000000,1.00,MIT-All,10000003,425.00,President & Chairman of the Corporation,10000597,434.00,Consortium on Financing Higher Education,"","","","","","",D_COFHE,01/08/16 01:03 AM
O10000604,10000604,Museum,DEPARTMENTS,10000604,HR-401811,401811,Museum,Museum,Museum,Associate Provost for the Arts,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000006,136.00,Associate Provost for the Arts,10000604,137.00,Museum,"","","",D_MUSEUM,01/08/16 01:03 AM
O10000931,10000931,Knowledge Updates,DEPARTMENTS,10000931,HR-061700,061700,Knowledge Updates,Knowledge Updates,Knowledge Updates,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000954,26.00,Professional Education Programs Area,10000931,31.00,Knowledge Updates,D_KU,01/08/16 01:03 AM
O10000933,10000933,Institute for Soldier Nanotechnologies,DEPARTMENTS,10000933,HR-417000,417000,Institute for Soldier Nanotechnologies,Institute for Soldier Nanotechnologies,Institute for Soldier Nanotechnologies,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000933,309.00,Institute for Soldier Nanotechnologies,"","","",D_ISN,01/08/16 01:03 AM
O10000958,10000958,The Broad Institute,DEPARTMENTS,10000958,HR-419000,419000,The Broad Institute,The Broad Institute,"Broad Institute, The",VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000958,311.00,The Broad Institute,"","","",D_BROAD,01/08/16 01:03 AM
O10002158,10002158,Center for Advanced Visual Studies (old),DEPARTMENTS,10002158,HR-246300,246300,Center for Advanced Visual Studies (old),Center for Advanced Visual Studies (old),Center for Advanced Visual Studies (old),Architecture & Planning Area,Architecture & Planning Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002166,10002166,Project Athena (old),DEPARTMENTS,10002166,HR-442800,442800,Project Athena (old),Project Athena (old),Project Athena (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002186,10002186,Telecommunications Systems (old),DEPARTMENTS,10002186,HR-592081,592081,Telecommunications Systems (old),Telecommunications Systems (old),Telecommunications Systems (old),Department of Facilities,Department of Facilities,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002203,10002203,Leadership Gifts (old),DEPARTMENTS,10002203,HR-411030,411030,Leadership Gifts (old),Leadership Gifts (old),Leadership Gifts (old),Office VP Resource Development,Office VP Resource Development,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002207,10002207,Center for Space Research (old),DEPARTMENTS,10002207,HR-241000,241000,Center for Space Research (old),Center for Space Research (old),Center for Space Research (old),VP Research,VP Research,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002211,10002211,Technology and Development Program (old),DEPARTMENTS,10002211,HR-401840,401840,Technology and Development Program (old),Technology and Development Program (old),Technology and Development Program (old),VP Research,VP Research,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002236,10002236,Clinical Research Center (old),DEPARTMENTS,10002236,HR-159400,159400,Clinical Research Center (old),Clinical Research Center (old),Clinical Research Center (old),Science Area,Science Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002283,10002283,Program in Polymer Sciences & Technology,DEPARTMENTS,10002283,HR-062100,062100,Program in Polymer Sciences & Technology,Program in Polymer Sciences & Technology,Program in Polymer Sciences & Technology,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10002283,33.00,Program in Polymer Sciences & Technology,"","","",D_PPST,01/08/16 01:03 AM
