Srid,Coord Ref Sys Name,Coord Sys Id,Source Geog Srid,Projection Conv Id,Information Source,Data Source
"41,174","Virginia 4502, Southern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,175","Virginia 4502, Southern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"41,176","Washington 4601, Northern Zone (1927)","4,497","2,000,007","",Oracle,""
"41,177","Washington 4601, Northern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,178","Washington 4601, Northern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"41,179","Washington 4602, Southern Zone (1927)","4,497","2,000,007","",Oracle,""
"41,180","Washington 4602, Southern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,181","Washington 4602, Southern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"41,182","West Virginia 4701, Northern Zone (1927)","4,497","2,000,007","",Oracle,""
"41,183","West Virginia 4701, Northern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,184","West Virginia 4701, Northern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"41,114","Oregon 3601, Northern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"41,115","Oregon 3602, Southern Zone (1927)","4,497","2,000,007","",Oracle,""
"41,116","Oregon 3602, Southern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,117","Oregon 3602, Southern Zone (1983, feet)","4,495","2,000,006","",Oracle,""
"41,118","Oregon 3602, Southern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"41,119","Pennsylvania 3701, Northern Zone (1927)","4,497","2,000,007","",Oracle,""
"41,120","Pennsylvania 3701, Northern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,121","Pennsylvania 3701, Northern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"41,122","Pennsylvania 3702, Southern Zone (1927)","4,497","2,000,007","",Oracle,""
"41,123","Pennsylvania 3702, Southern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,987",Bay of Plenty Circuit,"4,400","2,000,013","",Oracle,""
"81,988",Bluff Circuit,"4,400","2,000,013","",Oracle,""
"81,989",British National Grid,"4,400","2,000,021","",Oracle,""
"81,990",British OSGRS80 Grid,"4,400","2,000,006","",Oracle,""
"81,991",Buller Circuit,"4,400","2,000,013","",Oracle,""
"81,992",Collingwood Circuit,"4,400","2,000,013","",Oracle,""
"81,993",Conformal Projection (India),"4,400,001","2,000,002","",Oracle,""
"81,994",Delaware 0700 (1927),"4,497","2,000,007","",Oracle,""
"81,995","Delaware 0700 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,996","Delaware 0700 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,997","Florida 0901, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"81,998","Florida 0901, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,194","Wisconsin 4803, Southern Zone (1927)","4,497","2,000,007","",Oracle,""
"41,195","Wisconsin 4803, Southern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"41,196","Wisconsin 4803, Southern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"49,152",Conformal Projection (Africa),"4,400,001","2,000,002","",Oracle,""
"49,153",Conformal Projection (Central America),"4,400,001","2,000,002","",Oracle,""
"49,154",Conformal Projection (South America),"4,400,001","2,000,002","",Oracle,""
"49,155",Mercator,"4,400","2,000,007","",Oracle,""
"81,920",AMG Zone 47 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,921",AMG Zone 47 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,922",AMG Zone 48 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,923",AMG Zone 48 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,924",AMG Zone 49 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,925",AMG Zone 49 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,926",AMG Zone 50 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,927",AMG Zone 50 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,928",AMG Zone 51 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,929",AMG Zone 51 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,930",AMG Zone 52 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,931",AMG Zone 52 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,932",AMG Zone 53 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,933",AMG Zone 53 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,934",AMG Zone 54 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,935",AMG Zone 54 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,936",AMG Zone 55 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,937",AMG Zone 55 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,938",AMG Zone 56 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,939",AMG Zone 56 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,940",AMG Zone 57 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,941",AMG Zone 57 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,942",AMG Zone 58 (AGD 66),"4,400","2,000,018","",Oracle,""
"81,943",AMG Zone 58 (AGD 84),"4,400","2,000,017","",Oracle,""
"81,944","Alabama 0101, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"81,945","Alabama 0101, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,946","Alabama 0101, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"81,947","Alabama 0102, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"81,948","Alabama 0102, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,949","Alabama 0102, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"81,950","Alaska 5002, Zone 2 (1927)","4,497","2,000,011","",Oracle,""
"81,951","Alaska 5002, Zone 2 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,952","Alaska 5002, Zone 2 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,953","Alaska 5003, Zone 3 (1927)","4,497","2,000,011","",Oracle,""
"81,954","Alaska 5003, Zone 3 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,955","Alaska 5003, Zone 3 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,956","Alaska 5004, Zone 4 (1927)","4,497","2,000,011","",Oracle,""
"81,957","Alaska 5004, Zone 4 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,958","Alaska 5004, Zone 4 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,959","Alaska 5005, Zone 5 (1927)","4,497","2,000,011","",Oracle,""
"81,960","Alaska 5005, Zone 5 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,961","Alaska 5005, Zone 5 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,962","Alaska 5006, Zone 6 (1927)","4,497","2,000,011","",Oracle,""
"81,963","Alaska 5006, Zone 6 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,964","Alaska 5006, Zone 6 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,965","Alaska 5007, Zone 7 (1927)","4,497","2,000,011","",Oracle,""
"81,966","Alaska 5007, Zone 7 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,967","Alaska 5007, Zone 7 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,968","Alaska 5008, Zone 8 (1927)","4,497","2,000,011","",Oracle,""
"81,969","Alaska 5008, Zone 8 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,970","Alaska 5008, Zone 8 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,971","Alaska 5009, Zone 9 (1927)","4,497","2,000,011","",Oracle,""
"81,972","Alaska 5009, Zone 9 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,973","Alaska 5009, Zone 9 (1983, meters)","4,400","2,000,006","",Oracle,""
"81,974",Amuri Circuit,"4,400","2,000,013","",Oracle,""
"81,975","Arizona 0201, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"81,976","Arizona 0201, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,977","Arizona 0201, Eastern Zone (1983, feet)","4,495","2,000,006","",Oracle,""
"81,978","Arizona 0201, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"81,979","Arizona 0202, Central Zone (1927)","4,497","2,000,007","",Oracle,""
"81,980","Arizona 0202, Central Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,981","Arizona 0202, Central Zone (1983, feet)","4,495","2,000,006","",Oracle,""
"81,982","Arizona 0202, Central Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"81,983","Arizona 0203, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"81,984","Arizona 0203, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"81,985","Arizona 0203, Western Zone (1983, feet)","4,495","2,000,006","",Oracle,""
"81,986","Arizona 0203, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,012",GK Zone 17 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,013",GK Zone 18 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,014",GK Zone 19 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,015",GK Zone 2 (DHDN),"4,400","1,000,000,123","",Oracle,""
"82,016",GK Zone 2 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,017",GK Zone 20 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,018",GK Zone 21 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,019",GK Zone 22 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,020",GK Zone 23 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,021",GK Zone 24 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,022",GK Zone 25 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,023",GK Zone 26 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,024",GK Zone 27 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,025",GK Zone 28 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,026",GK Zone 29 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,088","Italian National System (Gauss-Boaga), Zone 2 (East)","4,400","2,000,019","",Oracle,""
"82,089",Jacksons Bay Circuit,"4,400","2,000,013","",Oracle,""
"82,090",Japanese Zone I,"4,400","2,000,003","",Oracle,""
"82,091",Japanese Zone II,"4,400","2,000,003","",Oracle,""
"82,092",Japanese Zone III,"4,400","2,000,003","",Oracle,""
"82,093",Japanese Zone IV,"4,400","2,000,003","",Oracle,""
"82,094",Japanese Zone IX,"4,400","2,000,003","",Oracle,""
"82,095",Japanese Zone V,"4,400","2,000,003","",Oracle,""
"82,096",Japanese Zone VI,"4,400","2,000,003","",Oracle,""
"82,097",Japanese Zone VII,"4,400","2,000,003","",Oracle,""
"82,098",Japanese Zone VIII,"4,400","2,000,003","",Oracle,""
"82,099",Japanese Zone X,"4,400","2,000,003","",Oracle,""
"82,100",Japanese Zone XI,"4,400","2,000,003","",Oracle,""
"82,027",GK Zone 3 (DHDN),"4,400","1,000,000,123","",Oracle,""
"82,028",GK Zone 3 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,029",GK Zone 30 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,030",GK Zone 31 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,031",GK Zone 32 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,032",GK Zone 4 (DHDN),"4,400","1,000,000,123","",Oracle,""
"82,033",GK Zone 4 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,034",GK Zone 5 (DHDN),"4,400","1,000,000,123","",Oracle,""
"82,035",GK Zone 5 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,036",GK Zone 6 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,037",GK Zone 7 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,038",GK Zone 8 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,039",GK Zone 9 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,040",Gawler Circuit,"4,400","2,000,013","",Oracle,""
"82,041","Georgia 1001, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,042","Georgia 1001, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,043","Georgia 1001, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,044","Georgia 1002, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,045","Georgia 1002, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,046","Georgia 1002, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,047",Grey Circuit,"4,400","2,000,013","",Oracle,""
"82,048","Hawaii 5101, Zone 1 (1927)","4,497","2,000,007","",Oracle,""
"82,049","Hawaii 5101, Zone 1 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,050","Hawaii 5101, Zone 1 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,051","Hawaii 5102, Zone 2 (1927)","4,497","2,000,007","",Oracle,""
"82,052","Hawaii 5102, Zone 2 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,053","Hawaii 5102, Zone 2 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,054","Hawaii 5103, Zone 3 (1927)","4,497","2,000,007","",Oracle,""
"82,055","Hawaii 5103, Zone 3 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,056","Hawaii 5103, Zone 3 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,057","Hawaii 5104, Zone 4 (1927)","4,497","2,000,007","",Oracle,""
"82,058","Hawaii 5104, Zone 4 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,059","Hawaii 5104, Zone 4 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,060","Hawaii 5105, Zone 5 (1927)","4,497","2,000,007","",Oracle,""
"82,061","Hawaii 5105, Zone 5 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,062","Hawaii 5105, Zone 5 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,063",Hawkes Bay Circuit,"4,400","2,000,013","",Oracle,""
"82,064",Hokitika Circuit,"4,400","2,000,013","",Oracle,""
"82,065","Idaho 1101, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,066","Idaho 1101, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,067","Idaho 1101, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,068","Idaho 1102, Central Zone (1927)","4,497","2,000,007","",Oracle,""
"82,069","Idaho 1102, Central Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,070","Idaho 1102, Central Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,071","Idaho 1103, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,072","Idaho 1103, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,073","Idaho 1103, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,074","Illinois 1201, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,075","Illinois 1201, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,076","Illinois 1201, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,077","Illinois 1202, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,078","Illinois 1202, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,079","Illinois 1202, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,080","Indiana 1301, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,081","Indiana 1301, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,082","Indiana 1301, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,083","Indiana 1302, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,084","Indiana 1302, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,085","Indiana 1302, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,086",Irish Transverse Mercator Grid,"4,400","1,000,000,123","",Oracle,""
"82,087","Italian National System (Gauss-Boaga), Zone 1 (West)","4,400","2,000,019","",Oracle,""
"81,999","Florida 0901, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,000","Florida 0902, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,001","Florida 0902, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,002","Florida 0902, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,003",GK Zone 1 (DHDN),"4,400","1,000,000,123","",Oracle,""
"82,004",GK Zone 1 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,005",GK Zone 10 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,006",GK Zone 11 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,007",GK Zone 12 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,008",GK Zone 13 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,009",GK Zone 14 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,010",GK Zone 15 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,011",GK Zone 16 (Pulkovo 1942),"4,400","2,000,005","",Oracle,""
"82,173",North Taieri Circuit,"4,400","2,000,013","",Oracle,""
"82,174",Observation Pt. Circuit,"4,400","2,000,013","",Oracle,""
"82,175",Okarito Circuit,"4,400","2,000,013","",Oracle,""
"82,176",Portuguese National System (D73),"4,400","2,000,024","",Oracle,""
"82,177",Portuguese National System (DLx),"4,400","2,000,025","",Oracle,""
"82,178",Portuguese National System (WGS 84),"4,400","2,000,002","",Oracle,""
"82,179",Poverty Bay Circuit,"4,400","2,000,013","",Oracle,""
"82,180",Projection 3,"4,497","2,000,031","",Oracle,""
"82,181",Quebec MTM Zone 10 (NAD 27),"4,400","2,000,010","",Oracle,""
"82,182",Quebec MTM Zone 10 (NAD 83),"4,400","2,000,006","",Oracle,""
"82,183",Quebec MTM Zone 2 (NAD 27),"4,400","2,000,010","",Oracle,""
"82,184",Quebec MTM Zone 2 (NAD 83),"4,400","2,000,006","",Oracle,""
"82,185",Quebec MTM Zone 3 (NAD 27),"4,400","2,000,010","",Oracle,""
"82,101",Japanese Zone XII,"4,400","2,000,003","",Oracle,""
"82,102",Japanese Zone XIII,"4,400","2,000,003","",Oracle,""
"82,103",Japanese Zone XIV,"4,400","2,000,003","",Oracle,""
"82,104",Japanese Zone XIX,"4,400","2,000,003","",Oracle,""
"82,105",Japanese Zone XV,"4,400","2,000,003","",Oracle,""
"82,106",Japanese Zone XVI,"4,400","2,000,003","",Oracle,""
"82,107",Japanese Zone XVII,"4,400","2,000,003","",Oracle,""
"82,108",Japanese Zone XVIII,"4,400","2,000,003","",Oracle,""
"82,109",Karamea Circuit,"4,400","2,000,013","",Oracle,""
"82,110",Lindis Peak Circuit,"4,400","2,000,013","",Oracle,""
"82,111","Maine 102, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,112","Maine 1801, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,113","Maine 1801, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,114","Maine 1801, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,115","Maine 1802, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,116","Maine 1802, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,117",Marlborough Circuit,"4,400","2,000,013","",Oracle,""
"82,118","Mississippi 2301, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,119","Mississippi 2301, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,120","Mississippi 2301, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,121","Mississippi 2302, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,122","Mississippi 2302, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,123","Mississippi 2302, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,124","Missouri 2401, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,125","Missouri 2401, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,126","Missouri 2401, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,127","Missouri 2402, Central Zone (1927)","4,497","2,000,007","",Oracle,""
"82,128","Missouri 2402, Central Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,129","Missouri 2402, Central Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,130","Missouri 2403, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,131","Missouri 2403, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,132","Missouri 2403, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,133",Mt. Eden Circuit,"4,400","2,000,013","",Oracle,""
"82,134",Mt. Nicholas Circuit,"4,400","2,000,013","",Oracle,""
"82,135",Mt. Pleasant Circuit,"4,400","2,000,013","",Oracle,""
"82,136",Mt. York Circuit,"4,400","2,000,013","",Oracle,""
"82,137",National Yard Grid (North Island),"4,400,002","2,000,013","",Oracle,""
"82,138",National Yard Grid (South Island),"4,400,002","2,000,013","",Oracle,""
"82,139",Nelson Circuit,"4,400","2,000,013","",Oracle,""
"82,140","Nevada 2701 , Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,141","Nevada 2701, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,142","Nevada 2701, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,143","Nevada 2702, Central Zone (1927)","4,497","2,000,007","",Oracle,""
"82,144","Nevada 2702, Central Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,145","Nevada 2702, Central Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,146","Nevada 2703, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,147","Nevada 2703, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,148","Nevada 2703, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,149",New Hampshire 2800 (1927),"4,497","2,000,007","",Oracle,""
"82,150","New Hampshire 2800 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,151","New Hampshire 2800 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,152",New Jersey 2900 (1927),"4,497","2,000,007","",Oracle,""
"82,153","New Jersey 2900 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,154","New Jersey 2900 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,155","New Mexico 3001 , Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,156","New Mexico 3001, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,157","New Mexico 3001, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,158","New Mexico 3002, Central Zone (1927)","4,497","2,000,007","",Oracle,""
"82,159","New Mexico 3002, Central Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,160","New Mexico 3002, Central Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,161","New Mexico 3003, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,162","New Mexico 3003, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,163","New Mexico 3003, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,164","New York 3101, Eastern Zone (1927)","4,497","2,000,007","",Oracle,""
"82,165","New York 3101, Eastern Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,166","New York 3101, Eastern Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,167","New York 3102, Central Zone (1927)","4,497","2,000,007","",Oracle,""
"82,168","New York 3102, Central Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,169","New York 3102, Central Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,170","New York 3103, Western Zone (1927)","4,497","2,000,007","",Oracle,""
"82,171","New York 3103, Western Zone (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,172","New York 3103, Western Zone (1983, meters)","4,400","2,000,006","",Oracle,""
"82,199",Rhode Island 3800 (1927),"4,497","2,000,007","",Oracle,""
"82,200","Rhode Island 3800 (1983, US Survey feet)","4,497","2,000,006","",Oracle,""
"82,201","Rhode Island 3800 (1983, meters)","4,400","2,000,006","",Oracle,""
"82,202",Swedish National System (RT 90),"4,400","2,000,020","",Oracle,""
"82,203",Taranaki Circuit,"4,400","2,000,013","",Oracle,""
"82,204",Timaru Circuit,"4,400","2,000,013","",Oracle,""
"82,205",Tuhirangi Circuit,"4,400","2,000,013","",Oracle,""
"82,206",UTM Zone 1 (NAD 27 for Alaska),"4,400","2,000,011","",Oracle,""
"82,207",UTM Zone 1 (NAD 83),"4,400","2,000,006","",Oracle,""
"82,208","UTM Zone 1, Northern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
"82,209","UTM Zone 1, Southern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
"82,210",UTM Zone 10 (NAD 27 for Canada),"4,400","2,000,010","",Oracle,""
"82,211",UTM Zone 10 (NAD 27 for US),"4,400","2,000,007","",Oracle,""
"82,212",UTM Zone 10 (NAD 83),"4,400","2,000,006","",Oracle,""
"82,278","UTM Zone 20, Southern Hemisphere (Corrego Alegre)","4,400","2,000,016","",Oracle,""
"82,279","UTM Zone 20, Southern Hemisphere (SAD 69)","4,400","2,000,004","",Oracle,""
"82,280","UTM Zone 20, Southern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
"82,281",UTM Zone 21 (NAD 27 for Canada),"4,400","2,000,010","",Oracle,""
"82,282",UTM Zone 21 (NAD 83),"4,400","2,000,006","",Oracle,""
"82,283","UTM Zone 21, Northern Hemisphere (Corrego Alegre)","4,400","2,000,016","",Oracle,""
"82,284","UTM Zone 21, Northern Hemisphere (SAD 69)","4,400","2,000,004","",Oracle,""
"82,285","UTM Zone 21, Northern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
"82,286","UTM Zone 21, Southern Hemisphere (Corrego Alegre)","4,400","2,000,016","",Oracle,""
"82,287","UTM Zone 21, Southern Hemisphere (SAD 69)","4,400","2,000,004","",Oracle,""
"82,288","UTM Zone 21, Southern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
"82,289",UTM Zone 22 (NAD 27 for Canada),"4,400","2,000,010","",Oracle,""
"82,213","UTM Zone 10, Northern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
"82,214","UTM Zone 10, Southern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
"82,215",UTM Zone 11 (NAD 27 for Canada),"4,400","2,000,010","",Oracle,""
"82,216",UTM Zone 11 (NAD 27 for US),"4,400","2,000,007","",Oracle,""
"82,217",UTM Zone 11 (NAD 83),"4,400","2,000,006","",Oracle,""
"82,218","UTM Zone 11, Northern Hemisphere (WGS 84)","4,400","2,000,002","",Oracle,""
